#acc	ensGene
Q8NGA8	ENSG00000176695
Q9UGM3	ENSG00000187908
Q5SQS8	ENSG00000183559
Q86UP6	ENSG00000138161
Q8N5W8	ENSG00000213185
A6NFZ4	ENSG00000203795
Q9H8K7	ENSG00000119965
Q8IV42	ENSG00000179988
Q9H5V7	ENSG00000095574
P45954	ENSG00000196177
A6NHT5	ENSG00000188620
A2RU54	ENSG00000188816
O43684	ENSG00000154473
Q8NDV2	ENSG00000154478
Q8N436	ENSG00000121898
Q7LFX5	ENSG00000182022
P04181	ENSG00000065154
Q9UD57	ENSG00000229544
Q9H008	ENSG00000107902
Q14153	ENSG00000189319
Q5JPI9	ENSG00000203791
Q15018	ENSG00000165660
Q9UGI0	ENSG00000019995
P56545	ENSG00000175029
Q5VZQ5	ENSG00000175018
Q3B7T1	ENSG00000107938
Q8N119	ENSG00000154485
P10746	ENSG00000188690
Q9P287	ENSG00000107949
Q7L7V1	ENSG00000089876
Q8TC84	ENSG00000203780
O43184	ENSG00000148848
Q96M02	ENSG00000154493
Q14185	ENSG00000150760
Q6ZSG2	ENSG00000188916
P0C0P6	ENSG00000214285
Q6ZQN5	ENSG00000186766
Q8NCR9	ENSG00000180745
P23469	ENSG00000132334
P46013	ENSG00000148773
P16455	ENSG00000170430
Q9H4W6	ENSG00000108001
O76003	ENSG00000108010
Q5VWI1	ENSG00000176769
Q66LE6	ENSG00000175470
Q12983	ENSG00000176171
Q5VZ66	ENSG00000188385
O14531	ENSG00000151640
Q86UX6	ENSG00000165752
Q9C0I9	ENSG00000148814
Q6NUJ5	ENSG00000171813
Q14642	ENSG00000068383
Q9C056	ENSG00000148826
Q8IYW2	ENSG00000171811
Q86SQ6	ENSG00000197177
Q76NI1	ENSG00000171798
Q5T230	ENSG00000171794
O95231	ENSG00000151650
P78325	ENSG00000151651
Q9BSJ2	ENSG00000130640
Q8NB15	ENSG00000198546
Q9NYX4	ENSG00000130643
Q96NZ9	ENSG00000165828
A2VDF0	ENSG00000148803
P30084	ENSG00000127884
Q6QHF9	ENSG00000148832
Q9BT17	ENSG00000148824
Q5BIV9	ENSG00000203772
P05181	ENSG00000130649
Q8N0S2	ENSG00000171772
Q96QU4	ENSG00000225899
P0CG42	
P0CG43	
C9JC47	
P0DMR2	ENSG00000277730, ENSG00000268320
Q8TD33	ENSG00000188076
Q96PU9	ENSG00000177947
Q9NYM9	ENSG00000177951
Q9NPQ8	ENSG00000177963
Q9NTG7	ENSG00000142082
Q9UNM6	ENSG00000185627
P59044	ENSG00000174885
Q32M88	ENSG00000142102
A6NNB3	ENSG00000206013
Q01629	ENSG00000185201
P13164	ENSG00000185885
Q01628	ENSG00000142089
C9JQL5	
Q76KP1	ENSG00000182272
Q9Y446	ENSG00000184363
Q6IA17	ENSG00000185187
A1A5B4	ENSG00000185101
Q9BVG9	ENSG00000174915
P13489	ENSG00000023191, ENSG00000276230
P01112	ENSG00000276536, ENSG00000174775
Q8IYG6	ENSG00000161328
Q8IXW0	ENSG00000185522, ENSG00000275873
Q02833	ENSG00000099849, ENSG00000273859
Q9P1Y6	ENSG00000274780, ENSG00000070047
Q92985	ENSG00000276561, ENSG00000185507
Q9HBB8	ENSG00000099834
P09683	ENSG00000070031, ENSG00000274473
P21917	ENSG00000276825, ENSG00000069696
O75398	ENSG00000177030
Q96HE8	ENSG00000177042
Q9H6S3	ENSG00000177106
P37837	ENSG00000177156
Q8NB37	ENSG00000177225
Q8N111	ENSG00000184524
Q9H936	ENSG00000177542
I0J062	ENSG00000274897
Q9HB75	ENSG00000177595
P05387	ENSG00000177600
Q96AD5	ENSG00000177666
Q8N4Y2	ENSG00000177685
P48509	ENSG00000177697
P62875	ENSG00000177700
O14817	ENSG00000214063
Q9BWS9	ENSG00000177830
O94973	ENSG00000183020
Q6W4X9	ENSG00000283350, ENSG00000184956
P98088	ENSG00000283158, ENSG00000215182
Q9HC84	ENSG00000117983
Q9H0E2	ENSG00000078902
Q8IWQ3	ENSG00000174672
Q70IA6	ENSG00000182208
Q13202	ENSG00000278165, ENSG00000184545, ENSG00000273793
Q6L8H4	ENSG00000205869, ENSG00000278210, ENSG00000280585
Q701N4	ENSG00000205867, ENSG00000281533, ENSG00000278489
Q6L8H2	ENSG00000196224, ENSG00000281191, ENSG00000275920
Q701N2	ENSG00000277291, ENSG00000185940
Q6L8G9	ENSG00000205864, ENSG00000277389
A6NMD0	ENSG00000244242
P07339	ENSG00000117984
Q8NBV8	ENSG00000288149, ENSG00000149043
P48788	ENSG00000288219, ENSG00000130598
P33241	ENSG00000288199, ENSG00000130592
A8MZF0	
P45378	ENSG00000130595, ENSG00000288250
Q16540	ENSG00000288141, ENSG00000214026
P09565	
P01344	ENSG00000167244
F8WCM5	ENSG00000129965
P01308	ENSG00000254647
P07101	ENSG00000180176
Q99929	ENSG00000183734
Q9P2W6	ENSG00000110665
Q96QS1	ENSG00000064201
P60033	ENSG00000110651
Q9Y5U2	ENSG00000184281
Q9NZQ8	ENSG00000070985
P51787	ENSG00000053918
P49918	ENSG00000129757
Q8N1D0	ENSG00000254827
Q96BI1	ENSG00000110628
Q53GA4	ENSG00000274538, ENSG00000181649
Q99733	ENSG00000205531, ENSG00000273562
P49589	ENSG00000110619, ENSG00000278191
Q9H0X9	ENSG00000021762
Q86SM5	ENSG00000182170
Q86SM8	ENSG00000184350
O14628	ENSG00000005801
Q96L15	ENSG00000167311
P52961	ENSG00000129744
Q9GZZ6	ENSG00000129749
P52948	ENSG00000110713
Q9UHJ9	ENSG00000148985
P84095	ENSG00000177105
Q13586	ENSG00000167323
P23921	ENSG00000167325
Q8NGK2	ENSG00000221996
P19474	ENSG00000132109
Q8NGK3	ENSG00000181963
Q8NGK4	ENSG00000196778
Q8NGK5	ENSG00000197790
Q8WZ69	
Q8NH67	ENSG00000226288
Q8NGK6	ENSG00000232268
Q6AZZ1	ENSG00000167333
Q8NGF3	ENSG00000197428
Q8TCB6	ENSG00000180785
Q9H255	ENSG00000167332
A6NGY5	ENSG00000280021
Q8NGF1	ENSG00000279270
Q8NH61	ENSG00000176925
Q8NGJ8	ENSG00000176922
Q8NH63	
Q8NGJ9	ENSG00000176900
Q8NH64	ENSG00000176895
Q8NGK0	ENSG00000176893
Q8NGK1	ENSG00000278870
Q8NGJ6	ENSG00000205497
Q8NGJ7	ENSG00000205496
Q9NRE1	ENSG00000167346
Q8NGJ5	ENSG00000176798
Q8NH60	ENSG00000205495
Q8NGJ4	ENSG00000176787
Q8NGJ3	
Q9H2C5	ENSG00000171944
Q9UKL2	ENSG00000182070
P0C646	
Q9H2C8	ENSG00000176742
P68871	ENSG00000244734
P02042	ENSG00000223609
P69891	ENSG00000213934
P69892	ENSG00000196565
P02100	ENSG00000213931
Q9Y5P0	ENSG00000183251
Q9Y5P1	ENSG00000279012
Q9H339	ENSG00000167355
Q9H340	ENSG00000176239
Q9H341	ENSG00000184698
Q9H342	
Q8NH59	ENSG00000167360
Q9H343	ENSG00000167359
Q9H344	ENSG00000187918
Q9H346	ENSG00000181609
Q9H347	ENSG00000175520
Q8IYU4	ENSG00000175518
Q8NGJ2	ENSG00000181616
Q8NGF0	ENSG00000187747
Q9C030	ENSG00000121236
Q9BYJ4	ENSG00000258659
Q9C035	ENSG00000132256
Q8IYM9	ENSG00000132274
Q8NGI3	ENSG00000181023
Q8NGI2	ENSG00000181074
Q8NH56	ENSG00000181009
Q8NH53	ENSG00000181001
Q8NGI0	ENSG00000180988
Q96RD3	ENSG00000205409
Q6IFG1	ENSG00000183269
Q8NGH9	ENSG00000180974
Q8NH55	ENSG00000277932
Q8NH54	ENSG00000184478
P0C7T3	ENSG00000188691
Q8NGH7	ENSG00000183313
Q8NGH8	ENSG00000183389
Q8NGH5	ENSG00000180934
Q8NH76	ENSG00000180919
Q96RD2	ENSG00000255307
Q6IF63	ENSG00000175485
Q8N5U0	ENSG00000180878
Q8N612	ENSG00000051009
Q8IV77	ENSG00000132259
P32239	ENSG00000110148
Q969G5	ENSG00000170955
P17405	ENSG00000166311
O00213	ENSG00000166313
P02790	ENSG00000110169
O75382	ENSG00000110171
P53365	ENSG00000132254
Q9Y5J6	ENSG00000132286
Q96M86	ENSG00000179532
O43159	ENSG00000132275
Q13418	ENSG00000166333
Q12962	ENSG00000166337
O14773	ENSG00000166340
Q96JQ0	ENSG00000166341
Q9NRX2	ENSG00000158042
A6NM03	ENSG00000188124
Q9H205	ENSG00000279486
O95222	ENSG00000184933
Q9H207	ENSG00000166363
Q9H208	ENSG00000170790
Q9H209	ENSG00000170782
Q9H210	ENSG00000166368
Q8NGH3	ENSG00000178358
Q9UL58	ENSG00000149054
Q9UL59	ENSG00000149050
Q86W24	ENSG00000158077
O75526	ENSG00000170748
Q86SS6	ENSG00000170743
Q6UWY5	ENSG00000183801
Q8ND30	ENSG00000166387
Q6BCY4	ENSG00000166394
Q7RTZ1	ENSG00000183378
Q8WZ92	ENSG00000276025, ENSG00000280931, ENSG00000183303
Q8WZ94	ENSG00000278253, ENSG00000182334, ENSG00000280808
Q8NH74	ENSG00000279000, ENSG00000276451, ENSG00000280899
P58181	ENSG00000170683, ENSG00000281680, ENSG00000273953
Q86W26	ENSG00000276780, ENSG00000281166, ENSG00000182261
O00303	ENSG00000175390
P50607	ENSG00000166402
Q7Z5B4	ENSG00000166405
P25800	ENSG00000166407
Q9BYT3	ENSG00000130413
O15016	ENSG00000166436
P46776	ENSG00000166441
P78524	ENSG00000166444
Q9NQ31	ENSG00000166452
Q9NQ32	ENSG00000176029
Q9NQ33	ENSG00000176009
Q9NQ34	ENSG00000175348
Q9NQ35	ENSG00000175352
Q9NQ36	ENSG00000175356
Q6IQ26	ENSG00000184014
Q5BJD5	ENSG00000166471
O95373	ENSG00000205339
P52747	ENSG00000166478
P30291	ENSG00000166483
Q9UH65	ENSG00000133789
Q86WG5	ENSG00000133812
P35318	ENSG00000148926
Q01432	ENSG00000133805
Q8WVD5	ENSG00000110315
Q9Y5Y7	ENSG00000133800
Q9Y6F6	ENSG00000072952
Q6PD62	ENSG00000198730
P78344	ENSG00000110321
Q49AG3	ENSG00000236287
Q6P9A2	ENSG00000110328
Q8NEV1	ENSG00000254598
Q96K76	ENSG00000170242
Q9UBP4	ENSG00000050165
O94851	ENSG00000133816
Q6ZW33	
Q9NVD7	ENSG00000197702
P28347	ENSG00000187079
A6NK89	ENSG00000189431
O00327	ENSG00000133794
Q9BSF8	ENSG00000148925
P01270	ENSG00000152266
Q8WVX9	ENSG00000197601
Q9HCB6	ENSG00000262655
P62070	ENSG00000133818
P53618	ENSG00000129083
P25786	ENSG00000129084
Q13370	ENSG00000152270
Q6VVX0	ENSG00000186104
P06881	ENSG00000110680
P01258	ENSG00000110680
P10092	ENSG00000175868
Q1MX18	ENSG00000188487
P35712	ENSG00000110693
O00193	ENSG00000110696
Q6IQ23	ENSG00000166689
P62277	ENSG00000110700
O00443	ENSG00000011405
P80303	ENSG00000070081
Q68D85	ENSG00000188211
Q14654	ENSG00000187486
Q09428	ENSG00000006071
Q9Y6N9	ENSG00000006611
Q6ZRI0	ENSG00000188162
P15172	ENSG00000129152
P48547	ENSG00000129159
Q9UGK8	ENSG00000129158
P17752	ENSG00000129167
Q96ER3	ENSG00000166788
Q96LB0	ENSG00000179826
Q96LA9	ENSG00000179817
P35542	ENSG00000148965
P0DJI9	ENSG00000134339
P0DJI8	ENSG00000173432
Q9UPZ3	ENSG00000288445, ENSG00000110756
P32780	ENSG00000110768, ENSG00000288114
P00338	ENSG00000288299, ENSG00000134333
P07864	ENSG00000166796
Q6ZMR3	ENSG00000166800
Q99816	ENSG00000074319
Q8IX04	ENSG00000151116
Q68D10	ENSG00000179119
Q8N2M4	ENSG00000151117
Q8N9C0	ENSG00000179057
P54829	ENSG00000110786
Q96LB2	ENSG00000170255
Q96LB1	ENSG00000183695
Q8IUH4	ENSG00000177054
P50461	ENSG00000129170
A0AVK6	ENSG00000129173
Q8IVL1	ENSG00000166833
A6NMT0	ENSG00000109851
Q9BUP3	ENSG00000109854
O60678	ENSG00000185238
Q9Y345	ENSG00000165970
Q92832	ENSG00000165973
Q75V66	ENSG00000171714
Q9P2U8	ENSG00000091664
Q9NPI8	ENSG00000183161
O43903	ENSG00000148935
Q8NHG7	ENSG00000198168
H3BU77	ENSG00000255359
Q86TE4	ENSG00000187398
Q9BYT9	ENSG00000134343
Q8N387	ENSG00000169550
Q1EHB4	ENSG00000148942
Q8TAL6	ENSG00000176971
O75936	ENSG00000129151
Q96HJ3	ENSG00000109881
Q9BXB1	ENSG00000205213
Q9NUP9	ENSG00000148943
P23560	ENSG00000176697
Q8NI77	ENSG00000121621
P0C7V9	
A6NJ78	ENSG00000169519
P22459	ENSG00000182255
P01225	ENSG00000131808
Q8N8R7	ENSG00000152219
Q15777	ENSG00000066382
M0R2J8	ENSG00000170959
Q6P3W2	ENSG00000170946
Q96LU5	ENSG00000148950
Q96EB1	ENSG00000109911
P26367	ENSG00000007372
Q15293	ENSG00000049449
P19544	ENSG00000184937
Q7L2H7	ENSG00000149100
Q6ZRK6	ENSG00000186714
Q9BZD6	ENSG00000135378
Q2KHR3	ENSG00000060749
Q96QD5	ENSG00000121690
Q9NUJ3	ENSG00000176148
Q12996	ENSG00000176102
Q9H422	ENSG00000110422
Q6ZVL6	ENSG00000110427
Q3C1V1	ENSG00000205177
P13987	ENSG00000085063
Q9UK99	ENSG00000110429
P25791	ENSG00000135363
Q14444	ENSG00000135387
Q9H0A0	ENSG00000135372
Q8N961	ENSG00000166016
P04040	ENSG00000121691
Q9UKW6	ENSG00000135374
Q9NZC4	ENSG00000135373
Q96GX9	ENSG00000149089
O00330	ENSG00000110435
P16070	ENSG00000026508
P43004	ENSG00000110436
Q6UXH9	ENSG00000149090
Q86VR8	ENSG00000179431
Q96DX7	ENSG00000166326
Q86YD5	ENSG00000179241
Q9P000	ENSG00000110442
Q6MZQ0	ENSG00000135362
Q9Y4K3	ENSG00000175104
P15918	ENSG00000166349
P55895	ENSG00000175097
Q86VG3	ENSG00000166352
Q9HCJ2	ENSG00000148948
Q9BZZ5	ENSG00000166181
Q96AE7	ENSG00000052841
Q53GQ0	ENSG00000149084
Q96Q83	ENSG00000166199
Q7Z7L8	ENSG00000187479
Q4AC99	ENSG00000205126
Q96QU6	ENSG00000110455
Q93063	ENSG00000151348
Q9H161	ENSG00000052850
P27701	ENSG00000085117
Q96SJ8	ENSG00000157570
O14683	ENSG00000175274
Q9NQV5	ENSG00000019485
Q7L8C5	ENSG00000019505
O43916	ENSG00000175264
Q96A29	ENSG00000181830
Q49AN0	ENSG00000121671
Q9UQF2	ENSG00000121653
C9JXX5	ENSG00000234776
Q9Y5Y5	ENSG00000121680
Q8N3Y3	ENSG00000165905
Q96BD5	ENSG00000135365
Q96BA8	ENSG00000157613
Q13574	ENSG00000149091
P21741	ENSG00000110492
P08173	ENSG00000180720
Q9C0C7	ENSG00000110497
Q96MB7	ENSG00000180423
O75143	ENSG00000175224
Q07960	ENSG00000175220
Q9H9D4	ENSG00000175213
P00734	ENSG00000180210
Q14008	ENSG00000175216
O75096	ENSG00000134569
Q9H6J7	ENSG00000149179
Q8N6H7	ENSG00000149182
Q9UKS6	ENSG00000165912
Q92466	ENSG00000134574
P11117	ENSG00000134575
Q13133	ENSG00000025434
Q8WXG6	ENSG00000110514
Q14896	ENSG00000134571
P17947	ENSG00000066336
Q96H72	ENSG00000165915
P17980	ENSG00000165916
Q13702	ENSG00000165917
Q92879	ENSG00000149187
Q8WUK0	ENSG00000285206, ENSG00000110536
Q9NVX7	ENSG00000123444, ENSG00000284900
O75489	ENSG00000285387, ENSG00000213619
Q6P0A1	ENSG00000284938, ENSG00000196666
Q9BXJ3	ENSG00000284838, ENSG00000172247
Q9Y6C9	ENSG00000285121, ENSG00000109919
Q5U5Z8	ENSG00000285501, ENSG00000165923
Q8N3X1	ENSG00000109920, ENSG00000285182
Q12769	ENSG00000030066
Q12913	ENSG00000149177
Q8NGF8	ENSG00000175619
Q8NGF9	ENSG00000172208
Q8NH49	ENSG00000176567
Q8NGB4	ENSG00000176555
Q8NH37	ENSG00000176547
Q8NGB2	ENSG00000176540
Q8NGN8	
Q6IF82	ENSG00000237388
A6NDI0	ENSG00000182053
A6NLI5	ENSG00000214891
Q9HBA9	
Q04609	ENSG00000086205
Q3C1V9	
Q8NGP0	ENSG00000258817
Q96R67	ENSG00000221954, ENSG00000284255
A6NHA9	ENSG00000185926
P0C604	
Q8NH83	ENSG00000221840
Q8IWZ4	ENSG00000150244
Q8NH70	ENSG00000181961
Q8NGL6	ENSG00000181958
Q8NGM1	ENSG00000181939
Q8NGL9	ENSG00000279514
Q6IEV9	ENSG00000172188
Q8NGL7	ENSG00000181927
Q8NH73	ENSG00000174982
Q8NH72	ENSG00000181903
Q8NGL4	ENSG00000279761
Q8NGL3	ENSG00000186113
Q8NGL2	ENSG00000279395
Q8NGL1	ENSG00000186119
Q8NGL0	ENSG00000205030
Q8NGK9	ENSG00000205029
Q9BSJ1	ENSG00000124900
Q8NH69	ENSG00000187612
Q13606	ENSG00000167825
Q8NH19	ENSG00000174970
O95221	ENSG00000149133
Q8N127	ENSG00000181785
Q8N0Y5	ENSG00000172154
Q8N162	ENSG00000181767
Q8N146	ENSG00000181761
Q8NGG0	ENSG00000167822
Q8NH50	ENSG00000181752
Q8NH18	ENSG00000174957
Q8NGG1	
Q8NGG2	ENSG00000181718, ENSG00000262851
Q8NGG3	ENSG00000261897, ENSG00000172489
Q8NG75	ENSG00000181698, ENSG00000262784
Q8NGG4	ENSG00000181693, ENSG00000262611
Q8NH51	ENSG00000280314, ENSG00000262755
Q8NGG5	ENSG00000263328, ENSG00000150261
Q8NGP2	ENSG00000262796, ENSG00000172487
P0C7N1	
P0C7N5	ENSG00000281038
Q8NH10	ENSG00000172199
P0C617	
Q8NH85	ENSG00000279961
Q8NGP3	ENSG00000150269
Q8NGP4	ENSG00000174937
Q8NGP6	ENSG00000181371
Q96RB7	ENSG00000255223
Q6IEU7	ENSG00000254834
Q8NGP8	ENSG00000255012
Q8NGF4	ENSG00000172464
Q8NGP9	ENSG00000172459
Q8NH87	ENSG00000174914
Q8NGQ1	ENSG00000172457, ENSG00000262647
P0C626	
Q8NH90	ENSG00000181273
Q6ZSA7	ENSG00000183908
P35414	ENSG00000134817
Q9C0C2	ENSG00000149115
Q08945	ENSG00000149136
P56373	ENSG00000109991
Q9Y2Y8	ENSG00000156575
P13727	ENSG00000186652
Q8NBI5	ENSG00000134802
Q86UN3	ENSG00000186907
O75387	ENSG00000149150
P62072	ENSG00000134809
A8MU46	ENSG00000214872
O14933	ENSG00000156587
P05155	ENSG00000149131
Q96NS1	ENSG00000166793
Q92989	ENSG00000172409
Q9C0B5	ENSG00000156599
A0JLT2	ENSG00000156603
Q9Y320	ENSG00000213593
Q8IZQ5	ENSG00000211450
B2RXH4	ENSG00000233436
O60716	ENSG00000198561
Q8NGQ2	ENSG00000279051
Q8NGQ6	ENSG00000172377
Q8NGQ5	ENSG00000186509
Q8NGE9	ENSG00000186513
Q8NGQ3	ENSG00000197887
Q8NH92	ENSG00000280204
Q8NGQ4	ENSG00000180475
Q8NGF6	ENSG00000172772
Q8NGF7	ENSG00000197786
Q8NH48	ENSG00000172769
Q96R09	ENSG00000172365
Q96R08	ENSG00000172362
A6NL26	ENSG00000198283
O60711	ENSG00000110031
Q96JP5	ENSG00000186660
P26441	ENSG00000242689
Q6IB77	ENSG00000149124
Q8WU03	ENSG00000156689
Q969I3	ENSG00000166840
Q6SJ93	ENSG00000189057
Q96PZ2	ENSG00000166801
Q9Y2E6	ENSG00000110042
Q2M385	ENSG00000197629
Q8NGI8	ENSG00000176495
Q8NGI9	ENSG00000172324
Q8NGJ0	ENSG00000172320
Q8NGJ1	ENSG00000166884
Q8NGI6	ENSG00000254466
Q8NGI4	ENSG00000176200
Q8NGE8	ENSG00000172742
P22059	ENSG00000110048
Q86TB9	ENSG00000166889
Q8NGI7	ENSG00000172289
Q13277	ENSG00000166900
Q9NX20	ENSG00000166902
P27352	ENSG00000134812
P20061	ENSG00000134827
Q86WS3	ENSG00000285422, ENSG00000149507
Q96HJ5	ENSG00000149516
Q01362	ENSG00000149534
Q9H2W1	ENSG00000110077
Q96PG1	ENSG00000214787
Q96JQ5	ENSG00000110079
Q96DS6	ENSG00000166926
Q9GZW8	ENSG00000166927
Q96JA4	ENSG00000166928
Q9H3V2	ENSG00000166930
P11836	ENSG00000156738
Q9NXJ0	ENSG00000071203
Q5J8X5	ENSG00000204979
Q9BY19	ENSG00000166959
Q3C1V0	ENSG00000214782
Q8N5U1	ENSG00000166961
Q96PG2	ENSG00000172689
Q9H6F5	ENSG00000110104
Q9Y5Y4	ENSG00000183134
P60852	ENSG00000149506
Q9UMS4	ENSG00000110107
Q9BVC6	ENSG00000110108
Q24JP5	ENSG00000006118
Q8IY34	ENSG00000110446
P30203	ENSG00000013725
P06127	ENSG00000110448
A5D8V6	ENSG00000167987
P0DJD7	ENSG00000229183
P0DJD8	ENSG00000229859
P0DJD9	ENSG00000256713
P0DJD7	ENSG00000229183
P0DJD8	ENSG00000229859
P0DJD9	ENSG00000256713
P0DJD7	ENSG00000229183
P0DJD8	ENSG00000229859
P0DJD9	ENSG00000256713
Q96DN2	ENSG00000167992
Q16531	ENSG00000167986
Q3LXA3	ENSG00000149476
Q8NBI2	ENSG00000162144
Q9NPI0	ENSG00000149483
Q9P0N5	ENSG00000187049
Q8N684	ENSG00000149532
Q9NX18	ENSG00000167985
Q7Z5V6	ENSG00000162148
A6NIK2	ENSG00000204950
O43581	ENSG00000011347
Q9Y4D2	ENSG00000134780
Q9Y2G1	ENSG00000124920
P61165	ENSG00000134825
P39748	ENSG00000168496
O60427	ENSG00000149485
O95864	ENSG00000134824
Q9Y5Q0	ENSG00000221968
Q8TBN0	ENSG00000167994
O76090	ENSG00000167995
P02794	ENSG00000167996
Q9NQS7	ENSG00000149503
O95968	ENSG00000168515
O75556	ENSG00000124939
O95969	ENSG00000124935
Q13296	ENSG00000110484
Q6XE38	ENSG00000197745
Q7L266	ENSG00000162174
P11684	ENSG00000149021
Q09666	ENSG00000124942
P26641	ENSG00000254772
Q9H6E5	ENSG00000149016
O94776	ENSG00000149480
Q32P44	ENSG00000149499
Q03395	ENSG00000149489
O94766	ENSG00000149541
Q14697	ENSG00000089597
Q6P9B9	ENSG00000185085
E9PRG8	ENSG00000278615
Q9BQE6	ENSG00000162194
A8MUP2	ENSG00000214756
Q6UW78	ENSG00000204922
Q04323	ENSG00000162191
Q8ND94	ENSG00000177363
Q96G97	ENSG00000168000
P63215	ENSG00000162188
Q1KMD3	ENSG00000214753
Q8N5M4	ENSG00000162222
Q9H5J0	ENSG00000185670
P62487	ENSG00000168002
Q9Y6J9	ENSG00000162227
Q7Z7N9	ENSG00000185475
A0PJW6	ENSG00000168569
Q9UBU9	ENSG00000162231
Q13190	ENSG00000162236
A0A1B0GVG6	ENSG00000283268
Q6RFH5	ENSG00000133316
P08195	ENSG00000168003
P11229	ENSG00000168539
Q4U2R8	ENSG00000197901
Q8TCC7	ENSG00000149452
Q8N4F4	ENSG00000197658
Q6T423	ENSG00000196600
Q63ZE4	ENSG00000184999
Q8IVM8	ENSG00000149742
Q96KN8	ENSG00000168004
Q96DT0	ENSG00000133317
Q9UL19	ENSG00000133321
Q9NWW9	ENSG00000133328
P53816	ENSG00000176485
Q6DD88	ENSG00000184743
O95197	ENSG00000133318
C9JLR9	ENSG00000188070
Q9BUA3	ENSG00000168005
Q7KZI7	ENSG00000072518
Q8IZ40	ENSG00000167771
Q86UY6	ENSG00000110583
P10176	ENSG00000176340
Q96FW1	ENSG00000167770
Q9BQ69	ENSG00000133315
Q9NZU1	
P31948	ENSG00000168439
Q86UX7	ENSG00000149781
Q86TN4	ENSG00000149743
Q9BRQ3	ENSG00000149761
Q9NNZ3	ENSG00000110011
P49765	ENSG00000173511
P26885	ENSG00000173486
Q96C90	ENSG00000173457
Q01970	ENSG00000149782
Q92934	ENSG00000002330
Q96N19	ENSG00000173264
Q9NYG8	ENSG00000182450
Q9NTU4	ENSG00000219435
P11474	ENSG00000173153
Q9UI30	ENSG00000173113
P30044	ENSG00000126432
A6NC98	ENSG00000168071
O75676	ENSG00000162302
Q9NSA0	ENSG00000168065
Q96S37	ENSG00000197891
P58401	ENSG00000110076
Q9P2S2	ENSG00000110076
Q7LDG7	ENSG00000068831
P11217	ENSG00000068976
Q15637	ENSG00000168066
Q12851	ENSG00000168067
O00255	ENSG00000133895
Q6DT37	ENSG00000171219
Q9H4M9	ENSG00000110047
Q2TAZ0	ENSG00000110046
Q15173	ENSG00000068971
Q96T91	ENSG00000149735
Q3KP22	ENSG00000168070
Q8N1L9	ENSG00000168062
P36404	ENSG00000213465
Q9NRS6	ENSG00000110025
A6NKF1	ENSG00000168061
Q9UQQ1	ENSG00000168060
Q96FF9	ENSG00000146670
O95159	ENSG00000162300
E9PQX1	ENSG00000187066
Q9UID3	ENSG00000149823
O76062	ENSG00000149809
Q9UHR6	ENSG00000174276
P62861	ENSG00000149806
P35544	ENSG00000149806
Q13405	ENSG00000149792
Q86TM6	ENSG00000162298
Q5MJ68	ENSG00000204710
P07384	ENSG00000014216
Q14181	ENSG00000014138
O14613	ENSG00000149798
Q92785	ENSG00000133884
Q6B0B8	ENSG00000173825
Q8N413	ENSG00000162241
Q9BZ68	
Q9BZ67	ENSG00000126391
Q96KG9	ENSG00000142186
Q9NS15	ENSG00000168056
O60232	ENSG00000173465
Q8N5H3	ENSG00000176973
Q8N3D4	ENSG00000173442
Q9Y2U2	ENSG00000173338
Q16584	ENSG00000173327
Q9H6A9	ENSG00000197136
Q6ZTI0	
Q96FS4	ENSG00000213445
Q04206	ENSG00000173039
Q92993	ENSG00000172977
Q8TDP1	ENSG00000172922
Q2VPB7	ENSG00000254470
O14753	ENSG00000172818
Q86XE0	ENSG00000172803
P23528	ENSG00000172757
Q96NY9	ENSG00000172732
O95967	ENSG00000172638
P56202	ENSG00000172543
O43427	ENSG00000172500
Q15834	ENSG00000175602
P15407	ENSG00000175592
Q9H3H3	ENSG00000175573
Q14919	ENSG00000175550
Q3SY00	ENSG00000175513
O43290	ENSG00000175467
Q8N9N8	ENSG00000175376
O75531	ENSG00000175334
Q15828	ENSG00000175315
Q8NEC5	ENSG00000175294
Q96A11	ENSG00000175229
Q13435	ENSG00000087365
Q6VY07	ENSG00000175115
Q9H0B6	ENSG00000174996
Q92928	
Q9H0U4	ENSG00000174903
Q6PI25	ENSG00000174871
O95070	ENSG00000174851
Q8N4L1	ENSG00000179292
Q9HCU0	ENSG00000174807
Q13671	ENSG00000174791
Q9HCU9	ENSG00000174744
O43505	ENSG00000174684
Q14542	ENSG00000174669
Q8IUM7	ENSG00000174576
Q9Y3B7	ENSG00000174547
Q8N2H9	ENSG00000174516
Q9NY33	ENSG00000254986
Q8NFJ9	ENSG00000174483
Q6UX98	ENSG00000174165
Q08043	ENSG00000248746
Q9UBX1	ENSG00000174080
Q9NVE4	ENSG00000182791
O14618	ENSG00000173992
Q96PK6	ENSG00000239306
Q9BWF3	ENSG00000173933
Q9BQ04	ENSG00000173914
O15020	ENSG00000173898
Q8N6T0	ENSG00000173715
Q9Y256	ENSG00000173653
P11498	ENSG00000173599
Q6PJG9	ENSG00000173621
A6NJI1	ENSG00000173237
Q8IV01	ENSG00000173227
O00212	ENSG00000173156
Q9Y2K7	ENSG00000173120
P25098	ENSG00000173020
Q6ZTN6	ENSG00000172932
Q8TE77	ENSG00000172830
Q9HCU8	ENSG00000175482
Q9UBD9	ENSG00000175505
Q99638	ENSG00000172613
P62136	ENSG00000172531
Q8IV04	ENSG00000175463
A5YM72	ENSG00000172508
